0,17
32,31
10,32
11,32
12,32
13,32
14,32
15,32
16,32
17,32
18,32
19,32
20,32
21,32
22,32
23,32
33,32
34,32
35,32
36,32
37,33
38,33
39,33
40,33
41,33
42,33
43,33
44,33
45,33
46,33
47,33
48,33
49,33
50,33
51,33
52,33
53,33
54,33
55,33
56,33
57,33
58,33
59,34
60,34
61,34
62,34
63,34
64,34
65,34
66,34
67,34
68,34
69,34
70,34
71,34
72,35
73,35
74,35
75,35
76,35
77,35
78,35
79,35
80,35
81,35
82,35
83,35
84,35
85,35
86,35
87,35
88,35
89,36
90,36
91,36
92,36
93,37
94,37
95,37
96,37
24,37
25,37
26,37
27,37
28,37
1,37
2,37
3,37
4,37
5,37
29,37
30,37
31,37
97,37
98,37
99,37
6,37
7,37
8,37
9,37
