0,1
1,14
2,39
3,39
4,39
5,39
6,39
7,39
8,39
9,39
10,39
11,39
12,39
13,39
14,39
15,39
16,39
17,39
18,39
19,39
20,40
21,40
22,40
23,40
24,40
25,40
26,40
27,40
28,40
29,40
30,43
31,43
32,43
33,44
34,44
35,44
36,44
37,45
38,45
39,46
40,46
41,46
42,46
43,46
44,46
45,47
46,49
47,49
48,49
49,49
50,50
51,50
52,50
53,50
54,50
55,50
56,50
57,50
58,50
59,50
60,50
61,50
62,50
63,50
64,50
65,50
66,51
67,51
68,51
69,51
70,51
71,51
72,51
73,51
74,51
75,51
76,51
77,51
78,51
79,51
80,51
81,52
82,52
83,52
84,52
85,52
86,52
87,52
88,52
89,52
90,52
91,52
92,52
93,52
94,52
95,52
96,52
97,52
98,52
99,53
