0,18
1,25
2,26
3,26
4,26
11,26
12,26
13,26
14,26
15,27
16,27
17,27
18,27
19,27
20,27
21,27
22,27
23,27
24,27
25,27
26,28
27,28
28,28
29,28
30,28
31,30
32,30
33,30
34,30
5,30
6,30
7,30
35,32
36,50
37,50
38,50
39,51
40,51
41,51
42,51
43,51
44,51
45,51
46,51
47,51
48,51
49,51
50,51
51,51
8,51
9,51
10,52
52,52
53,69
54,70
55,70
56,70
57,70
58,70
59,70
60,70
61,70
62,70
63,70
64,70
65,70
66,70
67,70
68,70
69,70
70,70
71,70
72,70
73,70
74,70
75,70
76,70
77,70
78,71
79,71
80,71
81,71
82,71
83,71
84,72
85,77
86,78
87,78
88,78
89,78
90,78
91,78
92,79
93,79
94,79
95,79
96,79
97,79
98,79
99,79
