9,15
10,24
11,28
12,28
13,28
14,28
0,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
23,28
24,28
25,28
26,28
27,29
28,29
29,29
30,29
31,29
32,29
33,29
34,29
35,29
36,29
37,29
38,29
39,29
40,29
41,29
42,29
43,29
44,29
45,29
46,29
47,29
48,29
49,29
50,29
51,29
52,29
53,30
54,30
55,30
56,30
57,30
58,30
59,30
60,30
61,30
62,30
63,30
64,30
65,30
66,30
67,31
68,31
69,31
70,31
71,31
72,31
73,31
74,32
75,34
76,34
77,34
78,34
79,34
80,34
81,34
82,34
83,35
84,35
85,35
86,35
87,35
88,35
89,35
90,36
91,36
92,36
93,36
94,36
95,36
96,36
97,36
6,36
7,36
8,36
98,39
99,39
1,39
2,39
3,39
4,40
5,41
